,hider,player,feedback
0,0,0,True
1,1,0,False
2,1,0,False
3,1,1,True
4,1,0,False
5,1,1,True
6,1,1,True
7,1,1,True
8,1,1,True
9,0,0,True
10,1,1,True
11,0,1,False
12,0,1,False
13,0,0,True
14,0,1,False
15,0,1,False
16,0,0,True
17,0,0,True
18,0,0,True
19,0,1,False
20,0,1,False
21,0,0,True
22,0,1,False
23,0,1,False
24,0,0,True
25,0,1,False
26,0,0,True
27,0,1,False
28,0,1,False
29,0,0,True
30,0,0,True
31,0,1,False
32,0,0,True
33,0,1,False
34,0,0,True
35,0,1,False
36,0,0,True
37,0,0,True
38,0,1,False
39,0,1,False
40,0,1,False
41,0,1,False
42,0,1,False
43,0,1,False
44,0,0,True
45,0,1,False
46,0,0,True
47,0,0,True
48,0,0,True
49,0,1,False
50,0,0,True
51,0,0,True
52,0,0,True
53,0,1,False
54,0,1,False
55,0,1,False
56,0,1,False
57,0,1,False
58,0,1,False
59,0,0,True
60,0,1,False
61,0,1,False
62,0,1,False
63,0,1,False
64,0,1,False
65,0,1,False
66,0,1,False
67,0,1,False
68,0,0,True
69,0,0,True
70,0,0,True
71,0,0,True
72,0,0,True
73,0,0,True
74,0,0,True
75,0,0,True
76,0,0,True
77,0,1,False
78,0,0,True
79,0,1,False
80,0,0,True
81,0,1,False
82,0,0,True
83,0,0,True
84,0,1,False
85,0,1,False
86,0,0,True
87,0,1,False
88,0,0,True
89,0,1,False
90,0,1,False
91,0,1,False
92,0,0,True
93,0,1,False
94,0,1,False
95,0,1,False
96,0,0,True
97,0,1,False
98,0,1,False
99,0,1,False
100,0,1,False
101,0,1,False
102,0,0,True
103,0,1,False
104,0,1,False
105,0,1,False
106,0,0,True
107,0,0,True
108,0,1,False
109,0,1,False
110,0,0,True
111,0,1,False
112,0,0,True
113,0,0,True
114,0,1,False
115,0,1,False
116,0,1,False
117,0,1,False
118,0,1,False
119,0,0,True
